game_id,play_id,receiver_x,receiver_y,receiver_speed,receiver_acceleration,receiver_direction,receiver_orientation,passer_x,passer_y,passer_speed,ball_land_x,ball_land_y,dist_to_ball_land,dist_from_passer,num_defenders,closest_defender_dist,avg_defender_dist,defenders_within_5yds,defenders_within_10yds,speed_change,max_speed,avg_speed,direction_change,distance_covered,season,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added,game_clock_seconds,yards_to_endzone,is_redzone,is_completion,week,is_two_minute_drill
2023091001,1948,52.49,3.73,5.57,3.82,102.74,1.29,34.71,23.61,0.06,52.0699996948242,4.51999998092651,0.894706782254195,26.671010479545014,7,1.0916501271011652,23.169230355709477,1,1,-1.3499999999999996,6.92,6.390000000000001,3.969999999999999,2.510779515199572,2023,09/10/2023,13:00:00,BAL,HOU,(1:08) (Shotgun) C.Stroud pass short right to N.Dell to HST 44 for 10 yards (R.Darby).,2,01:08,3,7,HOU,BAL,HOU,34,7,3,N,C,10,SHOTGUN,3x1,HITCH,False,TRADITIONAL,4.05000019073486,INSIDE_BOX,6,MAN_COVERAGE,COVER_1_MAN,,10,10,0.619164613657631,0.675556238857098,0.824629448354244,0.175370551645756,-0.0198757387697697,0.0198757387697697,68,66,False,1,1,True
2023091001,1980,60.29,44.88,5.35,2.23,77.6,146.78,46.11,24.53,1.41,60.9799995422363,46.8699989318848,2.1062276983244104,24.803122787262094,5,5.707416228031742,21.166920448558894,0,1,-0.3200000000000003,5.69,5.57,8.14,2.229150499760129,2023,09/10/2023,13:00:00,BAL,HOU,"(:46) (No Huddle, Shotgun) C.Stroud pass short left to R.Woods pushed ob at BLT 37 for 19 yards (A.Washington).",2,00:46,1,10,HOU,BAL,HOU,44,7,3,N,C,9,SHOTGUN,2x2,HITCH,False,TRADITIONAL,2.64000010490417,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,19,19,1.29472085251473,1.28854691784363,0.804753709584475,0.195246290415525,-0.0298911593854427,0.0298911593854427,46,56,False,1,1,True
2023091001,2033,66.23,45.28,3.46,1.47,9.31,134.88,64.08,29.53,0.36,69.1399993896484,46.5699996948242,3.183111003468231,15.89606869637899,7,13.11327952878302,25.71475628446862,0,0,-0.31000000000000005,3.77,3.594,8.47,1.447043693467895,2023,09/10/2023,13:00:00,BAL,HOU,(:35) (Shotgun) C.Stroud pass incomplete short left to M.Boone.,2,00:35,2,10,HOU,BAL,BAL,37,7,3,N,I,-4,EMPTY,3x2,SCREEN,False,TRADITIONAL,3.75,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,2.34779336221982,-0.408843231853098,0.779692828655243,0.220307171344757,0.0075182225555181,-0.0075182225555181,35,37,False,0,1,True
2023091001,2151,87.44,19.21,2.71,3.67,97.83,333.92,74.01,29.26,0.76,88.7399978637695,20.0400009155273,1.5423670009376607,16.774009657800956,8,4.301162633521313,15.344558113941073,1,2,-1.58,4.29,3.4799999999999995,14.790000000000006,1.379998155811387,2023,09/10/2023,13:00:00,BAL,HOU,(:19) (Shotgun) C.Stroud pass short middle to R.Woods to BLT 20 for 7 yards (B.Stephens).,2,00:19,2,10,HOU,BAL,BAL,27,7,3,N,C,6,SHOTGUN,3x1,HITCH,False,TRADITIONAL,3.94000005722046,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,7,7,2.55324534943793,-0.214768829464447,0.77326750382781,0.22673249617219,-0.0019342061132192,0.0019342061132192,19,27,False,1,1,True
2023091001,4564,29.23,39.05,2.27,6.56,48.52,248.08,15.44,24.64,1.82,30.4699993133545,36.7900009155273,2.5778274106186885,19.945230006194464,7,2.8056015397771668,17.806280995306647,1,2,-2.44,4.71,3.622,14.110000000000007,1.4221227858241619,2023,09/10/2023,13:00:00,BAL,HOU,(:53) (Shotgun) C.Stroud pass short left to X.Hutchinson to HST 24 for 9 yards (P.Queen; R.Smith).,4,00:53,2,5,HOU,BAL,HOU,15,25,9,N,C,7,SHOTGUN,2x2,IN,False,TRADITIONAL,4.38000011444092,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,9,9,0.194812998175621,0.276538014179096,0.997248552972451,0.0027514470275491,-0.0006262431852519,0.0006262431852519,53,85,False,1,1,True
2023091001,4589,37.2,46.48,5.42,1.17,86.41,157.93,25.55,29.38,3.77,38.2099990844727,47.9599990844727,1.7917855453920035,20.691362932392828,5,6.311196400049676,18.839899017271204,0,1,0.05999999999999961,5.72,5.553999999999999,0.3499999999999943,2.213880015093541,2023,09/10/2023,13:00:00,BAL,HOU,"(:35) (No Huddle, Shotgun) C.Stroud pass short left to N.Collins to HST 30 for 6 yards (B.Stephens).",4,00:35,1,10,HOU,BAL,HOU,24,25,9,N,C,5,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.50999999046326,INSIDE_BOX,7,MAN_COVERAGE,COVER_0_MAN,,6,6,0.471351012354717,-0.196636745007709,0.996622309787199,0.0033776902128011,0.0005996187683194,-0.0005996187683194,35,76,False,1,1,True
2023091001,4614,35.83,39.04,6.1,0.23,20.21,334.32,32.4,30.31,2.39,36.4599990844727,43.2299995422363,4.237097474731594,9.379648181035364,7,12.365019207425437,19.49964815072824,0,0,0.71,6.1,5.862,1.1499999999999986,2.3643258629112927,2023,09/10/2023,13:00:00,BAL,HOU,"(:17) (No Huddle, Shotgun) C.Stroud pass short left to M.Boone pushed ob at HST 31 for 1 yard (B.Stephens).",4,00:17,2,4,HOU,BAL,HOU,30,25,9,N,C,-2,SHOTGUN,2x2,FLAT,False,TRADITIONAL,2.02999997138977,INSIDE_BOX,5,ZONE_COVERAGE,COVER_6_ZONE,,1,1,0.209960562409833,-0.0448386425850913,0.997221928555518,0.0027780714444816,-4.01001889258623e-05,4.01001889258623e-05,17,70,False,1,1,True
2023091001,4639,44.05,44.25,5.04,3.81,119.04,194.77,34.82,30.34,1.4,45.4900016784668,38.560001373291,5.869385760532143,16.693741342191686,7,8.861811327262616,20.667794689551027,0,1,0.5999999999999996,5.04,4.798,19.690000000000012,1.917624989184339,2023,09/10/2023,13:00:00,BAL,HOU,(:10) (Shotgun) C.Stroud pass incomplete short left to N.Dell.,4,00:10,3,3,HOU,BAL,HOU,31,25,9,N,I,7,SHOTGUN,3x1,SLANT,False,TRADITIONAL,0.990000009536743,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.140041640494019,-0.0834599398076534,0.997181828366593,0.0028181716334074,-0.0003793777432292,0.0003793777432292,10,69,False,0,1,True
2023091001,4662,44.0,33.02,4.5,2.44,9.12,330.74,31.1,32.6,3.93,43.25,37.9300003051758,4.966951076548514,12.906835398346102,7,9.109742038060133,17.77939637122552,0,1,0.7999999999999998,4.5,4.104,19.740000000000002,1.6555233008589636,2023,09/10/2023,13:00:00,BAL,HOU,(:08) (Shotgun) C.Stroud pass short left to M.Boone ran ob at HST 43 for 12 yards (G.Stone).,4,00:08,4,3,HOU,BAL,HOU,31,25,9,N,C,4,SHOTGUN,2x2,ANGLE,False,TRADITIONAL,5.80000019073486,INSIDE_BOX,4,ZONE_COVERAGE,COVER_4_ZONE,,12,12,0.0565817006863654,-0.0565817006863654,0.996802450623363,0.0031975493766367,0.0031975493766367,-0.0031975493766367,8,69,False,1,1,True
2023091002,1944,87.01,48.73,5.81,1.19,354.17,80.81,99.48,42.39,7.63,87.0400009155273,53.060001373291,4.330105304450974,13.989156514958289,7,6.555188784466856,19.36585357041869,0,2,-0.28000000000000025,6.09,5.949999999999999,2.0399999999999636,2.3795497736863673,2023,09/10/2023,13:00:00,CLE,CIN,(1:54) (Shotgun) J.Burrow pass short right to T.Boyd ran ob at CIN 23 for 4 yards.,2,01:54,2,12,CIN,CLE,CIN,19,3,0,N,C,4,SHOTGUN,3x1,OUT,False,SCRAMBLE,2.85999989509583,OUTSIDE_RIGHT,6,ZONE_COVERAGE,COVER_2_ZONE,,4,4,0.195156060857698,-0.0394790230784565,0.582394037395716,0.417605962604284,0.0002602003514766,-0.0002602003514766,114,81,False,1,1,True
2023091002,1974,82.24,10.1,5.87,2.37,198.19,181.07,95.01,28.96,0.69,67.5100021362305,0.790000021457672,17.425525434462863,22.776577881674857,5,1.3061393493804492,15.656621444752213,1,2,-0.41999999999999993,6.29,6.08,9.27000000000001,2.4334502038555392,2023,09/10/2023,13:00:00,CLE,CIN,(1:48) (Shotgun) J.Burrow pass incomplete deep left to T.Higgins [Z.Smith].,2,01:48,3,8,CIN,CLE,CIN,23,3,0,N,I,17,SHOTGUN,3x1,OUT,False,TRADITIONAL,3.41000008583069,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,0,0,0.155677037779242,-0.999396529747173,0.582654237747192,0.417345762252808,0.0455391444265842,-0.0455391444265842,108,77,False,0,1,True
2023091002,2039,68.93,16.19,6.39,2.07,91.26,208.33,54.43,29.38,1.06,74.0199966430664,15.6099996566772,5.12293531334154,19.601686151961523,6,7.455742753072965,18.084700241102116,0,1,-0.10000000000000053,6.51,6.467999999999999,8.449999999999989,2.6022566588677947,2023,09/10/2023,13:00:00,CLE,CIN,"(:56) (No Huddle, Shotgun) D.Watson pass incomplete short right to Dav.Bell.",2,00:56,1,10,CLE,CIN,CIN,48,3,0,N,I,13,EMPTY,3x2,GO,False,TRADITIONAL,3.16000008583069,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,2.80922637681942,-0.298349102493376,0.638630621135235,0.361369378864765,-0.0025340020656585,0.0025340020656585,56,48,False,0,1,True
2023091002,2095,69.1,43.74,5.64,5.09,59.39,13.68,53.86,30.47,1.33,70.4199981689453,49.5,5.909314272063971,20.20768418201353,7,6.031160750634989,16.7400451832841,0,2,-0.5800000000000001,6.22,5.944000000000001,19.400000000000006,2.3806741128151003,2023,09/10/2023,13:00:00,CLE,CIN,(:45) (Shotgun) D.Watson pass short left to A.Cooper to CIN 37 for 11 yards.,2,00:45,3,10,CLE,CIN,CIN,48,3,0,N,C,11,SHOTGUN,3x1,OUT,False,TRADITIONAL,3.75999999046326,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,11,11,1.96037883637473,1.18038871040335,0.615916583687067,0.384083416312933,0.0474963299930096,-0.0474963299930096,45,48,False,1,1,True
2023091002,2127,80.1,12.76,6.91,3.5,136.21,155.52,64.79,28.92,1.03,83.629997253418,4.30000019073486,9.166923005125811,22.260765934711227,7,1.8461040057374913,16.26943027035568,1,2,0.07000000000000028,6.91,6.888,14.900000000000006,2.7597427457575687,2023,09/10/2023,13:00:00,CLE,CIN,(:41) (Shotgun) D.Watson pass short right to D.Peoples-Jones pushed ob at CIN 25 for 12 yards (C.Awuzie).,2,00:41,1,10,CLE,CIN,CIN,37,3,0,N,C,12,SHOTGUN,3x1,OUT,False,TRADITIONAL,3.4300000667572,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,12,12,3.14076754677808,0.654287431330886,0.663412913680077,0.336587086319923,0.0220340117812157,-0.0220340117812157,41,37,False,1,1,True
2023091002,2179,94.88,35.27,0.37,5.86,56.25,250.64,82.84,27.92,1.54,94.1699981689453,35.5200004577637,0.7527302498126941,14.106172407850396,7,2.7679595372765244,12.9713729093114,1,3,-2.2199999999999998,2.59,1.378,93.9,0.500162212810572,2023,09/10/2023,13:00:00,CLE,CIN,(:31) (Shotgun) D.Watson pass short left to E.Moore to CIN 13 for 6 yards (L.Wilson).,2,00:31,2,4,CLE,CIN,CIN,19,3,0,N,C,4,EMPTY,3x2,HITCH,False,TRADITIONAL,3.47000002861023,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,6,6,4.08238385705044,0.178891073446721,0.709160190075636,0.290839809924364,-0.0040903575718402,0.0040903575718402,31,19,True,1,1,True
2023091002,2211,98.82,44.49,5.11,4.06,51.65,89.81,89.99,29.93,1.15,114.199996948242,51.6800003051758,16.977644433676943,17.028285292418612,7,1.3853880322855414,19.054544057897978,1,2,1.9900000000000002,5.11,4.058,20.729999999999997,1.6898592005518822,2023,09/10/2023,13:00:00,CLE,CIN,(:26) (Shotgun) D.Watson pass incomplete short left to A.Cooper.,2,00:26,1,10,CLE,CIN,CIN,13,3,0,N,I,13,EMPTY,3x2,GO,False,TRADITIONAL,2.54999995231628,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,4.26127493049717,-0.388869844202418,0.705069832503796,0.294930167496204,-0.0198677740991116,0.0198677740991116,26,13,True,0,1,True
2023091003,2062,19.28,26.22,3.58,2.63,106.79,239.58,9.88,24.2,1.08,19.4300003051758,25.9300003051758,0.32649642348877506,9.614593075112436,7,8.056159134475932,16.744610908048255,0,2,-0.8799999999999999,4.46,4.124,7.810000000000002,1.6460644658845027,2023,09/10/2023,13:00:00,IND,JAX,"(1:03) (Shotgun) A.Richardson pass short middle to E.Hull to IND 14 for 6 yards (F.Oluokun, D.Lloyd).",2,01:03,1,10,IND,JAX,IND,8,7,14,N,C,3,SHOTGUN,2x2,ANGLE,False,TRADITIONAL,3.5,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,6,6,0.180662682745606,-0.107023712946102,0.233655724674463,0.766344275325537,-0.0083623826503753,0.0083623826503753,63,92,False,1,1,True
2023091003,2087,26.71,23.74,8.17,1.07,169.53,218.29,14.48,24.63,1.32,27.5100002288818,16.8099994659424,6.976023779220475,12.26234072271685,7,9.17357618380095,16.317265414447718,0,1,0.14000000000000057,8.17,8.124,2.7700000000000102,3.277392514330473,2023,09/10/2023,13:00:00,IND,JAX,"(:43) (No Huddle, Shotgun) A.Richardson pass short middle to A.Pierce to IND 19 for 5 yards (Ty.Campbell).",2,00:43,2,4,IND,JAX,IND,14,7,14,N,C,4,SHOTGUN,2x2,CROSS,False,TRADITIONAL,4.53000020980835,INSIDE_BOX,4,ZONE_COVERAGE,COVER_2_ZONE,,5,5,0.0736389697995037,0.376679747016169,0.225293342024088,0.774706657975912,0.0162876434624195,-0.0162876434624195,43,86,False,1,1,True
2023091003,4363,106.16,12.19,7.22,3.63,123.86,141.96,88.43,23.97,0.96,109.639999389648,3.35999989509583,9.491011411043507,21.28664604863809,6,2.3438643305447613,17.38244761445824,1,2,-0.020000000000000462,7.27,7.239999999999999,14.209999999999994,2.9133966729867167,2023,09/10/2023,13:00:00,IND,JAX,(1:59) (Shotgun) A.Richardson pass incomplete short right to A.Pierce (Dari.Williams).,4,01:59,1,10,IND,JAX,JAX,13,21,31,N,I,13,SHOTGUN,3x1,OUT,False,TRADITIONAL,3.09999990463257,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,4.87873794621555,-0.468323716660962,0.0838039629161358,0.916196037083864,-0.0165584795176983,0.0165584795176983,119,13,True,0,1,True
